,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
0,2022-01-01 00:00:00,1.4,1203.0,287,-9.8,60,867,2.3,3112.0,3112.0
1,2022-01-01 00:15:00,1.2,1225.0,290,-9.9,60,867,1.7,1011.0,1011.0
2,2022-01-01 00:30:00,1.0,1242.0,294,-9.9,59,867,1.4,18.0,18.0
3,2022-01-01 00:45:00,0.8,1259.0,293,-10.0,59,867,1.2,0.0,0.0
4,2022-01-01 01:00:00,0.6,1276.0,301,-10.0,58,867,1.0,0.0,0.0
5,2022-01-01 01:15:00,0.4,1402.0,326,-10.2,59,867,1.1,0.0,0.0
6,2022-01-01 01:30:00,0.2,1639.0,27,-10.5,60,867,1.2,0.0,0.0
7,2022-01-01 01:45:00,0.4,1876.0,76,-10.9,61,867,1.4,0.0,0.0
8,2022-01-01 02:00:00,0.8,2113.0,90,-11.2,62,867,1.5,0.0,0.0
9,2022-01-01 02:15:00,1.2,2413.0,90,-11.5,62,867,1.3,0.0,0.0
10,2022-01-01 02:30:00,1.5,2777.0,90,-11.6,63,867,1.2,0.0,0.0
11,2022-01-01 02:45:00,1.8,3142.0,90,-11.8,63,867,1.3,0.0,0.0
12,2022-01-01 03:00:00,2.1,3506.0,90,-11.9,64,867,1.5,0.0,0.0
13,2022-01-01 03:15:00,2.3,3920.0,90,-12.1,64,867,1.8,0.0,0.0
14,2022-01-01 03:30:00,2.4,4384.0,90,-12.3,64,867,2.3,573.0,573.0
15,2022-01-01 03:45:00,2.6,4847.0,90,-12.4,65,866,2.3,2420.0,2420.0
16,2022-01-01 04:00:00,2.7,5311.0,90,-12.6,65,866,2.4,3187.0,3187.0
17,2022-01-01 04:15:00,2.9,5914.0,92,-12.7,65,866,2.5,6179.0,6179.0
18,2022-01-01 04:30:00,3.1,6655.0,94,-12.8,65,866,2.4,35969.0,35969.0
19,2022-01-01 04:45:00,3.2,7397.0,95,-12.9,66,866,1.1,36421.0,36421.0
20,2022-01-01 05:00:00,3.4,8138.0,97,-13.0,66,866,1.0,37053.0,37053.0
21,2022-01-01 05:15:00,3.7,9225.0,98,-13.1,66,866,1.0,35908.0,35908.0
22,2022-01-01 05:30:00,4.0,10657.0,96,-13.2,66,866,1.0,35473.0,35473.0
23,2022-01-01 05:45:00,4.3,12090.0,95,-13.3,66,866,1.0,35516.0,35516.0
24,2022-01-01 06:00:00,4.6,13522.0,94,-13.4,66,866,1.0,35398.0,35398.0
25,2022-01-01 06:15:00,5.1,15613.0,93,-13.4,66,866,1.0,34985.0,34985.0
26,2022-01-01 06:30:00,5.6,18363.0,92,-13.3,66,866,1.0,35013.0,35013.0
27,2022-01-01 06:45:00,6.1,21113.0,91,-13.2,66,865,1.0,34836.0,34836.0
28,2022-01-01 07:00:00,6.6,23863.0,90,-13.1,66,865,1.0,34247.0,34247.0
29,2022-01-01 07:15:00,7.0,26516.0,90,-13.0,66,865,1.0,34201.0,34201.0
30,2022-01-01 07:30:00,7.4,29072.0,89,-12.9,66,865,1.0,34456.0,34456.0
31,2022-01-01 07:45:00,7.8,31629.0,89,-12.8,65,865,1.0,34684.0,34684.0
32,2022-01-01 08:00:00,8.2,34185.0,88,-12.7,65,865,1.0,34770.0,34770.0
33,2022-01-01 08:15:00,8.5,38062.0,88,-12.6,65,865,1.0,34577.0,34577.0
34,2022-01-01 08:30:00,8.8,43261.0,87,-12.5,65,865,1.0,34553.0,34553.0
35,2022-01-01 08:45:00,9.0,48460.0,87,-12.4,65,866,1.0,34619.0,34619.0
36,2022-01-01 09:00:00,9.3,53659.0,86,-12.3,65,866,1.0,34588.0,34588.0
37,2022-01-01 09:15:00,9.4,57639.0,86,-12.1,65,866,1.0,34767.0,34767.0
38,2022-01-01 09:30:00,9.5,60401.0,86,-11.8,64,866,1.0,34653.0,34653.0
39,2022-01-01 09:45:00,9.5,63162.0,85,-11.5,63,866,1.0,34353.0,34353.0
40,2022-01-01 10:00:00,9.6,65924.0,85,-11.2,62,866,1.0,34183.0,34183.0
41,2022-01-01 10:15:00,9.6,67181.0,84,-10.6,60,866,1.0,34141.0,34141.0
42,2022-01-01 10:30:00,9.5,66932.0,83,-9.8,57,866,1.0,34145.0,34145.0
43,2022-01-01 10:45:00,9.4,66683.0,83,-9.1,54,865,1.0,34076.0,34076.0
44,2022-01-01 11:00:00,9.3,66434.0,82,-8.3,51,865,1.0,34226.0,34226.0
45,2022-01-01 11:15:00,9.1,65230.0,82,-7.5,48,865,1.0,34383.0,34383.0
46,2022-01-01 11:30:00,8.9,63072.0,83,-6.8,45,865,1.0,35261.0,35261.0
47,2022-01-01 11:45:00,8.6,60914.0,83,-6.1,43,865,1.0,35568.0,35568.0
48,2022-01-01 12:00:00,8.3,58756.0,84,-5.4,40,865,1.0,35866.0,35866.0
49,2022-01-01 12:15:00,8.0,54713.0,85,-4.9,38,865,1.0,35666.0,35666.0
50,2022-01-01 12:30:00,7.6,48785.0,85,-4.4,37,865,1.0,35602.0,35602.0
51,2022-01-01 12:45:00,7.2,42857.0,86,-3.9,36,864,1.0,35736.0,35736.0
52,2022-01-01 13:00:00,6.8,36929.0,87,-3.4,35,864,1.0,35791.0,35791.0
53,2022-01-01 13:15:00,6.5,33237.0,88,-3.0,34,864,1.0,35941.0,35941.0
54,2022-01-01 13:30:00,6.3,31780.0,90,-2.7,33,864,1.0,35859.0,35859.0
55,2022-01-01 13:45:00,6.2,30323.0,91,-2.3,32,863,1.0,36274.0,36274.0
56,2022-01-01 14:00:00,6.0,28866.0,93,-2.0,31,863,1.0,36922.0,36922.0
57,2022-01-01 14:15:00,5.8,27273.0,95,-1.7,30,863,1.2,36928.0,36928.0
58,2022-01-01 14:30:00,5.7,25545.0,96,-1.5,29,863,1.1,38074.0,38074.0
59,2022-01-01 14:45:00,5.5,23816.0,97,-1.3,28,862,1.2,38751.0,38751.0
60,2022-01-01 15:00:00,5.5,22088.0,98,-1.1,27,862,1.2,39239.0,39239.0
61,2022-01-01 15:15:00,5.3,20513.0,100,-1.0,27,862,1.1,39721.0,39721.0
62,2022-01-01 15:30:00,5.2,19092.0,101,-1.0,27,862,1.1,39987.0,39987.0
63,2022-01-01 15:45:00,5.0,17670.0,103,-0.9,27,862,1.3,40296.0,40296.0
64,2022-01-01 16:00:00,4.9,16249.0,104,-0.9,27,862,1.2,40559.0,40559.0
65,2022-01-01 16:15:00,4.9,15413.0,105,-1.0,27,862,1.6,40906.0,40906.0
66,2022-01-01 16:30:00,4.8,15163.0,107,-1.1,27,862,1.6,40646.0,40646.0
67,2022-01-01 16:45:00,4.7,14914.0,108,-1.3,28,862,1.8,3256.0,3256.0
68,2022-01-01 17:00:00,4.7,14664.0,110,-1.4,28,862,1.7,41566.0,41566.0
69,2022-01-01 17:15:00,4.8,15186.0,110,-1.7,29,862,1.8,42090.0,42090.0
70,2022-01-01 17:30:00,5.0,16481.0,109,-2.1,30,862,1.9,42410.0,42410.0
71,2022-01-01 17:45:00,5.2,17775.0,108,-2.4,31,862,1.9,42458.0,42458.0
72,2022-01-01 18:00:00,5.3,19070.0,107,-2.8,32,862,1.7,42427.0,42427.0
73,2022-01-01 18:15:00,5.5,20415.0,107,-3.1,32,862,1.9,42557.0,42557.0
74,2022-01-01 18:30:00,5.6,21810.0,106,-3.4,33,862,1.8,2654.0,2654.0
75,2022-01-01 18:45:00,5.8,23205.0,104,-3.7,34,862,1.4,745.0,745.0
76,2022-01-01 19:00:00,5.8,24600.0,103,-4.0,35,862,1.3,460.0,460.0
77,2022-01-01 19:15:00,6.0,25498.0,101,-4.2,36,862,1.6,404.0,404.0
78,2022-01-01 19:30:00,6.1,25899.0,99,-4.5,37,862,1.6,211.0,211.0
79,2022-01-01 19:45:00,6.2,26299.0,98,-4.8,38,863,1.7,-9.0,-9.0
80,2022-01-01 20:00:00,6.3,26700.0,97,-5.1,39,863,1.9,101.0,101.0
81,2022-01-01 20:15:00,6.3,26786.0,95,-5.4,39,863,1.9,1398.0,1398.0
82,2022-01-01 20:30:00,6.3,26559.0,95,-5.6,40,863,1.6,1366.0,1366.0
83,2022-01-01 20:45:00,6.3,26332.0,94,-5.9,40,862,1.9,2200.0,2200.0
84,2022-01-01 21:00:00,6.3,26105.0,93,-6.1,41,862,1.8,2011.0,2011.0
85,2022-01-01 21:15:00,6.3,25601.0,92,-6.3,41,862,1.5,1013.0,1013.0
86,2022-01-01 21:30:00,6.2,24822.0,91,-6.5,42,862,1.8,489.0,489.0
87,2022-01-01 21:45:00,6.2,24043.0,90,-6.6,42,862,2.1,540.0,540.0
88,2022-01-01 22:00:00,6.1,23264.0,90,-6.8,43,862,1.8,137.0,137.0
89,2022-01-01 22:15:00,6.1,22497.0,90,-7.0,43,862,2.0,442.0,442.0
90,2022-01-01 22:30:00,6.1,21744.0,90,-7.2,44,862,1.6,113.0,113.0
91,2022-01-01 22:45:00,6.0,20991.0,90,-7.4,45,862,1.5,9.0,9.0
92,2022-01-01 23:00:00,6.0,20238.0,90,-7.6,46,862,1.2,-4.0,-4.0
93,2022-01-01 23:15:00,6.0,19366.0,90,-7.8,46,862,1.1,0.0,0.0
94,2022-01-01 23:30:00,5.9,18375.0,91,-8.0,46,862,0.9,0.0,0.0
95,2022-01-01 23:45:00,5.9,17385.0,91,-8.1,47,861,0.8,0.0,0.0
96,2022-01-02 00:00:00,1.2,1590.0,90,-8.0,47,862,1.0,0.0,0.0
97,2022-01-02 00:15:00,0.8,1335.0,90,-8.0,47,862,1.4,0.0,0.0
98,2022-01-02 00:30:00,0.5,1092.0,90,-7.9,47,862,1.1,0.0,0.0
99,2022-01-02 00:45:00,0.1,849.0,90,-7.9,46,862,1.1,0.0,0.0
100,2022-01-02 01:00:00,0.1,606.0,270,-7.8,46,862,1.5,0.0,0.0
101,2022-01-02 01:15:00,0.5,501.0,270,-7.8,46,862,1.9,0.0,0.0
102,2022-01-02 01:30:00,0.8,534.0,263,-7.9,47,862,2.0,0.0,0.0
103,2022-01-02 01:45:00,1.1,568.0,260,-8.0,47,862,1.9,0.0,0.0
104,2022-01-02 02:00:00,1.4,601.0,258,-8.1,48,862,1.7,0.0,0.0
105,2022-01-02 02:15:00,1.8,623.0,257,-8.5,49,862,1.6,0.0,0.0
106,2022-01-02 02:30:00,2.2,633.0,257,-9.0,51,862,1.9,0.0,0.0
107,2022-01-02 02:45:00,2.5,642.0,256,-9.6,54,862,1.8,0.0,0.0
108,2022-01-02 03:00:00,2.8,652.0,255,-10.1,56,862,1.9,0.0,0.0
109,2022-01-02 03:15:00,3.0,664.0,255,-10.6,58,862,2.1,0.0,0.0
110,2022-01-02 03:30:00,3.2,677.0,256,-11.0,60,862,1.9,44.0,44.0
