,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
0,2022-01-02 00:00:00,10.2,24428.0,4,-2.4,31,1030,10.2,24428.0,37182.0
1,2022-01-02 00:00:00,10.2,24532.0,4,-2.4,31,1030,10.2,24532.0,37182.0
2,2022-01-02 00:15:00,10.0,23903.0,5,-2.6,31,1030,10.0,23903.0,37159.0
3,2022-01-02 00:15:00,10.0,23981.0,5,-2.6,31,1030,10.0,23981.0,37159.0
4,2022-01-02 00:30:00,9.9,23228.0,6,-2.7,31,1030,9.9,23228.0,37177.0
5,2022-01-02 00:30:00,9.9,23265.0,6,-2.7,31,1030,9.9,23265.0,37177.0
6,2022-01-02 00:45:00,9.6,22549.0,8,-2.8,31,1030,9.6,22549.0,36261.0
7,2022-01-02 00:45:00,9.6,22552.0,8,-2.8,31,1030,9.6,22552.0,36261.0
8,2022-01-02 01:00:00,9.4,21833.0,10,-2.9,31,1030,9.4,21833.0,37166.0
9,2022-01-02 01:00:00,9.4,21877.0,10,-2.9,31,1030,9.4,21877.0,37166.0
10,2022-01-02 01:15:00,9.3,21023.0,11,-3.1,31,1030,9.3,21023.0,37048.0
11,2022-01-02 01:15:00,9.3,21112.0,11,-3.1,31,1030,9.3,21112.0,37048.0
12,2022-01-02 01:30:00,9.1,20119.0,12,-3.2,31,1030,9.1,20119.0,33820.0
13,2022-01-02 01:30:00,9.1,20258.0,12,-3.2,31,1030,9.1,20258.0,33820.0
14,2022-01-02 01:45:00,8.8,19214.0,13,-3.4,32,1030,8.8,19214.0,27360.0
15,2022-01-02 01:45:00,8.8,19404.0,13,-3.4,32,1030,8.8,19404.0,27360.0
16,2022-01-02 02:00:00,8.7,18310.0,14,-3.5,32,1030,8.7,18310.0,28226.0
17,2022-01-02 02:00:00,8.7,18550.0,14,-3.5,32,1030,8.7,18550.0,28226.0
18,2022-01-02 02:15:00,8.5,17424.0,14,-3.7,32,1030,8.5,17424.0,26348.0
